0,-2.78033
2,-2.73168
4,-2.85679
6,-3.05141
8,-3.00276
10,-2.96105
12,-3.07574
14,-2.78033
16,-2.71082
18,-2.42931
20,-2.38066
22,-1.92885
24,-1.67862
26,-1.39017
28,-1.00439
30,-0.778493
32,-0.29541
34,0
36,0.427476
38,0.764591
40,0.92446
42,1.33456
44,1.80374
46,2.08525
48,2.2903
50,2.34938
52,2.53705
54,2.49882
56,2.78033
58,2.79076
60,2.88112
62,2.64479
64,2.61351
66,2.36328
68,2.1061
70,2.05049
72,1.79679
74,1.43187
76,1.09128
78,0.761116
80,0.385771
82,0.159869
84,-0.25023
86,-0.604722
88,-1.0461
90,-1.31371
92,-1.77246
94,-2.0922
96,-2.21731
98,-2.44669
100,-2.62394
102,-2.88459
104,-2.90892
106,-2.94715
108,-3.04794
110,-3.13482
112,-2.94715
114,-2.64827
116,-2.66912
118,-2.45712
120,-2.21036
122,-2.11305
124,-1.77246
126,-1.50138
128,-1.08433
130,-0.667279
132,-0.229377
134,0
136,0.441378
138,0.764591
140,1.18859
142,1.4423
144,1.6821
146,1.77941
148,2.14781
150,2.23469
152,2.5579
154,2.89154
156,2.85331
158,2.85679
160,2.65522
162,2.66217
164,2.48492
166,2.2903
168,2.21731
170,2.07482
172,1.6821
174,1.42839
176,1.02525
178,0.667279
180,0.472656
182,0.222426
184,-0.222426
186,-0.601247
188,-1.09823
190,-1.49443
192,-1.696
194,-1.98099
196,-2.14085
198,-2.5023
200,-2.66912
202,-2.74905
204,-2.91587
206,-3.00276
208,-2.90197
210,-3.08269
212,-3.10702
214,-2.83594
216,-2.44669
218,-2.37371
220,-2.32505
222,-2.05744
224,-1.57436
226,-1.37626
228,-1.10171
230,-0.695083
232,-0.444853
234,0.16682
236,0.361443
238,0.816722
240,1.10171
242,1.50833
244,1.71338
246,1.99489
248,2.15128
250,2.46059
252,2.58918
254,2.60308
256,2.68997
258,2.64131
260,2.75253
262,2.57876
264,2.56833
266,2.34938
268,2.26249
270,1.97751
272,1.696
274,1.37974
276,1.14341
278,0.736788
280,0.444853
282,0.00695083
284,-0.222426
286,-0.667279
288,-1.13298
290,-1.33803
292,-1.55699
294,-2.14781
296,-2.32158
298,-2.35633
300,-2.69692
302,-2.86027
304,-2.9263
306,-2.90197
308,-2.9541
310,-2.95758
312,-2.98886
314,-2.83594
316,-2.61004
318,-2.32158
320,-2.33548
322,-1.94623
324,-1.74466
326,-1.29285
328,-1.04262
330,-0.834099
332,-0.260656
334,0.0938362
336,0.392722
338,0.743739
340,0.966165
342,1.23377
344,1.57089
346,2.08525
348,2.22426
350,2.22774
352,2.5162
354,2.66912
356,2.73168
358,2.80118
360,2.89154
362,2.64479
364,2.44669
366,2.38066
368,2.21036
370,2.00184
372,1.74466
374,1.55003
376,1.18164
378,0.785443
380,0.483082
382,0.170295
384,-0.444853
386,-0.649902
388,-1.00787
390,-1.38669
392,-1.58479
394,-2.0783
396,-2.1061
398,-2.45017
400,-2.64479
402,-2.70387
404,-2.9263
406,-3.1383
408,-3.02013
410,-2.9819
412,-2.9402
414,-2.75948
416,-2.53358
418,-2.46754
420,-2.41194
422,-1.96013
424,-1.49095
426,-1.49095
428,-1.11213
430,-0.722886
432,-0.611673
434,0.00347541
436,0.260656
438,0.625574
440,1.10866
442,1.4979
444,1.75856
446,2.05397
448,2.16866
450,2.35286
452,2.49535
454,2.63784
456,2.89154
458,2.85679
460,2.71082
462,2.56833
464,2.5579
466,2.50577
468,2.21036
470,2.01226
472,1.71685
474,1.43535
476,1.11213
478,0.684656
480,0.302361
482,0.184197
484,-0.222426
486,-0.569968
488,-0.952263
490,-1.484
492,-1.6404
494,-2.01574
496,-2.25554
498,-2.55095
500,-2.64131
502,-2.90892
504,-2.89502
506,-2.9263
508,-2.89154
510,-3.10702
512,-2.73863
514,-2.79423
516,-2.70387
518,-2.45364
520,-2.32505
522,-2.11305
524,-1.70643
526,-1.34499
528,-0.910558
530,-0.778493
532,-0.444853
534,0.170295
536,0.340591
538,0.71246
540,0.889706
542,1.40754
544,1.6543
546,2.07135
548,2.22426
550,2.38413
552,2.5023
554,2.85679
556,2.77686
558,2.69692
560,2.70735
562,2.68997
564,2.35633
566,2.38066
568,2.42236
570,2.10263
572,1.70643
574,1.4423
576,1.12603
578,0.775017
580,0.396197
582,0.201574
584,-0.33364
586,-0.573443
588,-1.01135
590,-1.31718
592,-1.59521
594,-2.05744
596,-2.14433
598,-2.43279
600,-2.65174
602,-2.74905
604,-2.80118
606,-3.11397
608,-2.97495
610,-3.11397
612,-2.93325
614,-2.88112
616,-2.53705
618,-2.55095
620,-2.43974
622,-2.00184
624,-1.58826
626,-1.50138
628,-1.22335
630,-0.705509
632,-0.399673
634,0.00695083
636,0.413574
638,0.806296
640,1.11213
642,1.31023
644,1.70643
646,1.80026
648,2.14433
650,2.41541
652,2.56833
654,2.67607
656,2.64827
658,2.83941
660,2.86374
662,2.5579
664,2.58223
666,2.63089
668,2.26597
670,1.7099
672,1.74466
674,1.46662
676,1.19207
678,0.820198
680,0.340591
682,0.222426
684,-0.222426
686,-0.601247
688,-1.00787
690,-1.37974
692,-1.76899
694,-1.89063
696,-2.18951
698,-2.37023
700,-2.66912
702,-2.88459
704,-2.90197
706,-3.01318
708,-2.96453
710,-3.00276
712,-3.09312
714,-2.79771
716,-2.64827
718,-2.46754
720,-2.42584
722,-2.18256
724,-1.62649
726,-1.30676
728,-1.10171
730,-0.71246
732,-0.444853
734,0.139017
736,0.351017
738,0.802821
740,1.11213
742,1.37974
744,1.61954
746,2.00184
748,2.19646
750,2.40499
752,2.41541
754,2.81856
756,2.68649
758,2.59613
760,2.72125
762,2.7004
764,2.5162
766,2.45017
768,2.32505
770,2.11305
772,1.69948
774,1.43535
776,1.16079
778,0.740263
780,0.503935
782,0
784,-0.382295
786,-0.594296
788,-0.993968
790,-1.36931
792,-1.55699
794,-1.98794
796,-2.22426
798,-2.41194
800,-2.64131
802,-2.77338
804,-3.07922
806,-3.08617
808,-3.11397
810,-2.92977
812,-2.9541
814,-2.60656
816,-2.66912
818,-2.66912
820,-2.21731
822,-1.98446
824,-1.70295
826,-1.53266
828,-1.16774
830,-0.778493
832,-0.444853
834,0.0625574
836,0.410099
838,0.75764
840,1.0461
842,1.33456
844,1.67167
846,1.89063
848,2.18951
850,2.41889
852,2.52663
854,2.58571
856,2.71082
858,2.85331
860,2.87764
862,2.67954
864,2.65174
866,2.42236
868,2.26249
870,2.01574
872,1.72728
874,1.38669
876,1.17121
878,0.84105
880,0.576919
882,0.156394
884,-0.222426
886,-0.667279
888,-1.04262
890,-1.36236
892,-1.75161
894,-1.94623
896,-2.22426
898,-2.41889
900,-2.69692
902,-2.85331
904,-2.9819
906,-3.13135
908,-2.96105
910,-2.9124
912,-2.93325
914,-2.74558
916,-2.61004
918,-2.50925
920,-2.36676
922,-1.91148
